,Title,Opinion,Place,Gender,Age,Country,Date,Label,Lang
2796,hermoso,ideal para tomar descansar despues de una larga caminata y tomarse un helado     mi lugar preferido ,Jardín de la Unión,Female,-1,México,2019,1,es
3236,un jardin como pocos en el mundo donde siempre hay algo que ver,hay actividad para todo tipo de personas y edades se puede ir a caminar sentarse en una banca ver la gente pasar o bien ir a comer o beber algo mientras escuchas musica tipica vernacula de mexico es un sitio donde tienes que ir si visitas guanajuato,Jardín de la Unión,Female,25,México,13/10/2015,1,es
1043,impresionante teatro,durante nuestra estancia tuvo lugar el festival internacional de cine de guanajuato y no pudimos accesar dentro del teatro,Teatro Juárez,Male,25,México,30/07/2012,1,es
1044,me gusto su estilo moderno,muy bonito moderno y con informacion importante de cada una de sus obrasen una area del museo se exponen objetos personales  la habitacion donde dormia etc en otras salas sus obras mas importantes retratos de frida  en general biendeben visitarlo,Casa de Diego Rivera,Female,58,México,20/04/2015,1,es
303,mucha gente,lo visite porque es algo que se comenta mucho sin embargo creo que hay mejores lugares por visitar la fila larguisima minimo  hr para entrar y mins para recorrerlo no hay nada extraordinario,Museo de las Momias,Male,-1,México,2019,0,es
4048,bonito,muy bonito lo unico malo es que por la cantidad de gente no pude apreciarlo bien ademas de que por todos lados te apanan queriendote contar la leyenda aunque ya la hayas escuchado una y otra vez,Callejón del Beso,Male,22,México,09/05/2014,1,es
4250,peraba mas,tenia una expectativa mas lata del lugar pero lamentablemente tiene muy pocas obras del artista tiene obras de otras personas,Casa de Diego Rivera,Male,-1,N/I,2017,1,es
1029,excelente vista,obra impresionante la vista que te proporciona de guanajuato desde este lugar es maravillosa,Monumento Pípila,Female,28,México,30/01/2012,1,es
3455,beso,bonita construccion bonita historia los guias te cuentan la leyenda bien conservada solo que el acceso es reducido y hay mucha gente en epoca alta,Callejón del Beso,Male,62,México,17/11/2015,1,es
3488,buena experiencia,es un museo que debes visitar para completar tu visita a guanajuato el recorrido es bastante rapido maximo  min recomendable,Museo de las Momias,Female,20,México,16/09/2017,1,es
4042,emblematico,el edificio antigua estacion de ferrocarril es precioso en si mismo conforma un perfecto escenario para las tipicas fotos de viaje en cambio el interior me parece un poco desabrido la mercancia muy repetitiva de moderada calidad podria ser un magnifico espacio para venta de artesanias mas autenticas,Mercado Hidalgo,Female,67,México,01/12/2017,1,es
1167,para ver y ser visto,una plaza para ver y ser visto por el dia es ideal para un brunch o un almuerzo en uno de los restaurantes que lo bordean por la tardenoche es idoneo para un cafe una cena o simplemente para beber y convivir con los amigos la sombra del lugar invita a recorrer la placita ademas de que es un punto importante para la salida de las caminatas nocturnas por los callejones del lugar,Jardín de la Unión,Female,-1,México,2019,1,es
2828,recordando el tercer escalon,mito o leyenda importante conseguir una persona que cuenta leyendas para que nos platique la historia sucedida con don luis y dona carmen,Callejón del Beso,Female,20,México,07/01/2015,1,es
683,para los fanaticos de diego y su amada esposa,una cantidad impresionante de obras y algo de historia sobre este polemico y popular artista vale la pena recorrerlo mientras se hace un break del turismo convencional,Casa de Diego Rivera,Male,58,México,18/01/2013,0,es
2989,imponente dentro de una ciudad colonial,sale del estilo colonial de la ciudad muy bonita por fuera y si logras subir los escalones por dentro tambien tiene un auditorio muy bello los guias te enganan en la escalera al ofrecerse para tomarte una foto con tu grupo para sorprenderte al final con la historia de la universidad pero vale la pena la colaboracion es a voluntad,Universidad de Guanajuato,Female,32,México,25/07/2014,1,es
3604,ubicada en una zona muy pintoresca del centro,muchos de los elementos pertenecientes a su vida intima como su dormitorio y una antigua cuna que perteneciera a su primeros anos de vida algunas obras que no habia tenido la posibilidad de apreciar antes y recordatorios de frida,Casa de Diego Rivera,Female,59,Argentina,29/11/2014,1,es
1926,excelente de inicio a fin,es increible de inicio a fin desde fuera se pude apreciar lo bello de su arquitectura pero debes de esperar hasta que obscurezca para que realmente lo veas en su plenitud cobran para entrara a verlo y por la camara pero lo vale esta muy adornado el teatro no terminas de observar todos los detalles que tiene aparte de todas las historias de ese teatro,Teatro Juárez,Male,21,México,25/03/2013,1,es
3771,historia y arte,hablar del teatro juarez es hablar de historia arte y tradicion el edificio es construido durante el gobierno del general porfirio diaz el cual con su afan de afrancesar la cuidad manda a edificar este gran teatro ha un inicio la gente del lugar no acepto este teatro con relacion a su arquitectura es simplemente genial cuenta con columnas doricas jonicas las cuales sostienen por lo alto a las bellas artes en el portico podras encontrar dos grandes leones de bronce obra de jesus f contreras durante el festival internacional cervantino arropa grandes concierto y obras teatrales es un placer y un deleite estar entre sus butacas de madera y admirar su gran candil este gran edificio debe de estar en tu lista de lugares a visitar en tu vida,Teatro Juárez,Male,-1,México,14/08/2013,1,es
2470,historia de mexico tesoro de la humanidad,la alhondiga es un museo donde puedes encontrar parte de la historia de mexico en dos pisos muy bonito lugar,Alhóndiga,Female,-1,México,2018,1,es
530,obra de los inicios de diego,segun entiendo no vivio mucho tiempo en esa casa sin embargo en el ultimo piso tienen obra de diego donde se pueden ver los inicios de este gran artista vale la pena por eso,Casa de Diego Rivera,Female,26,México,14/06/2012,0,es
4233,majestuosa,de verdad es un deleite el arte que existe en general en las iglesias de guanajuato y en la basilica esta divino vale la pena entrar a adrmirarla sean catolicos o no,Basilica Colegiata,Female,-1,México,2018,1,es
2362,muy muy bella,esta hermosa basilica debe de ser un punto de interes para visitar en tu visita a esta bonita ciudad,Basilica Colegiata,Female,50,México,16/09/2015,1,es
1471,romantico,"sin lugar a duda un lugar que no puedes dejar de ir
es el tercer escalon del callejon estrecho y alli es donde debes
darte el beso puedes tomar el tour callejoneando con la
estudiantina de guanajuato no te lo puedes perder",Callejón del Beso,Female,-1,N/I,2018,1,es
3927,lugar emblematico,"el callejon del beso es sin duda una de las atracciones mas importantes y obligatorias cuando se visita guanajuato si fuiste a guanajuato con tu pareja y no fuiste al callejon del beso no fuiste
 en temporada alta se tiene que tener mucha paciencia para la ansiada foto ya que la fila que se forma es impresionante es importante tener la camara lista o bien a la persona que les tomara las fotos alli tambien te las venden y en un costado de la foto ponen la historia del callejon",Callejón del Beso,Female,31,México,14/01/2016,1,es
2807,muy hermosa iglesia,un legado cultural belleza de arquitectura y ubicacion centrica en el centro de la ciudad desde ahi se puede ir a los alrededores plaza y parques,Basilica Colegiata,Male,-1,Estados Unidos,2018,1,es
2300,hermoso,en pleno centro de guanajuato estos jardines y todo lo que le rodea son sencillamente hermosos recomendable su visita y disfrutar de una cafe o una cerveza en uno de los varios locales con terraza que existen a su alrededor,Jardín de la Unión,Male,-1,Chile,2019,1,es
1805,un lugar que debes ir,este iconico callejon hay que conocerlo de dia y de noche ya que la iluminacion hace un ambiente totalmente diferente te sugiero que investigues un poco de la leyenda antes de ir,Callejón del Beso,Male,46,México,21/02/2018,1,es
959,mi lugar,este lugar tiene el poder de llevarte atra vez de la vida de un personaje que forma parte de los murales y los colores de mexico todo visitante debe de ir y sorprenderse con la historia de diego peor no solo eso sino que las exposiciones que tienen son unicas me encantaron y puedo decir que es algo que llevare conmigo siempre,Casa de Diego Rivera,Female,25,México,24/10/2014,1,es
184,lindo,es la casa en la que nacio diego rivera en la casa se ven los muebles y la ambientacion de la epoca y ademas hay una exposicion de arte de su obra y de otros artistas tambien,Casa de Diego Rivera,Female,39,Argentina,28/03/2015,0,es
1330,visita obligada,es una visita obligada para conocer la histortia de mexico ademas un excelente lugar para tomar fotos,Alhóndiga,Female,-1,México,2019,1,es
490,algo descuidada,da la impresion que le hace falta mantenimiento es una hermosa basilica que esta a un lado del teatro juarez y en frente del jardin de la union,Basilica Colegiata,Female,29,México,05/05/2014,0,es
1488,un paraiso en guanajuato,es impresionante ver tantos arboles convertidos en uno solo se respira un ambiente de paz y tranquilidad bellisimo,Jardín de la Unión,Female,23,Estados Unidos,28/12/2015,1,es
3594,visita obligada,al ir a guanajuato uno ya sabe que hay que ir al museo de las momias me supero las espectativas que habia escuchado de que estaba en mal estado o que existe mal olor precio justo explican brevemente la historia de las momias y en general buen estado de estas me hubiera gustado que hubiera ademas alguna explicacion o titulo de las fotografias discretamente rapida la visita,Museo de las Momias,Male,-1,N/I,2108,1,es
3909,excelente alhondiga,parte de nuestra independencia nacional cuna de la independencia patrimonio nacional de la humanidad viva guanajuato que tambien es mexico,Alhóndiga,Male,41,México,04/03/2013,1,es
112,sobrevalorado,en mi opinion hay mil cosas mas interesantes que hacer en guanajuato pero como es tan tradicional y ante la insistencia de mi esposo decidimos visitarlo como fuimos en temporada baja no habia nada de fila pagamos rapido y entramos y cuando las vi cai en cuenta que eso que todos veian con asombro eran personas muertas o sea lo sabes pero cuando llegas lo sientes y lo peor es cuando llegas con las momias infantes te invade una tristeza no lo volveria a visitar pero tampoco les quito la intencion nomas vayan para que no les platiquen,Museo de las Momias,Female,37,México,20/04/2016,0,es
2325,museo de diego rivera,en la exposicion se revive el origen de diego rivera y se aprecia el estilo de vida en sus primeros anos ademas se exhiben obras de arte por epoca y los distintos movimientos artisticos por los cuales fue evolucionando inevitablemente debes de apreciar su obra llamada post guerra,Casa de Diego Rivera,Female,44,México,13/09/2015,1,es
3412,padrisimo,es increible ver el museo te sientes parte de la historia imaginar que en esos cuartos se escondian los espanoles e imaginar como fue esa batalla simplemente magico,Alhóndiga,Male,20,México,27/10/2015,1,es
1269,impactante,ademas de hermoso edificio la historia que encierra es increible tiene unos murales imponentes y hermosos el edificio por fuera no es tan hermoso pero vale la pena tomarse el tiempo de entrar siempre hay tours,Alhóndiga,Female,29,Estados Unidos,23/12/2014,1,es
1073,majestuoso,arquitectura majestuosa e imponente no puedes ir a guanajuato y no visitar el teatro es el mas bonito de mexico,Teatro Juárez,Female,59,Panamá,08/02/2013,1,es
1341,el icono de guanajuato,"por donde pases esta imagen la veras constantemente esta en la principal plaza de guanajuato rodeada de preciosos jardines 
se ve imponente desde cualquier lado uno no se cansa de ver este maravilloso edificio de estilo barroco y neoclasico es ademas patrimonio de la humanidad 
preciosa tanto por dentro como por fuera",Basilica Colegiata,Male,-1,Costa Rica,2019,1,es
998,bellisimo,que edificacion mas hermosa que nos regala la ciudad de guanajuato es un lugar que no puede dejar de ser visitado,Teatro Juárez,Female,36,México,14/06/2012,1,es
3940,bonito museo,por fuera fue donde se exibieron las cabezas de los heroes de la independencia y en su interior una amplia exibicion de diferentes objetos relacionados con la historia de la independencia,Alhóndiga,Male,43,México,20/09/2013,1,es
2418,magnifico,uno de los edificios mas bonitos que he visto en mi vida cuando estas adentro y observas todos los detalles por un momento piensas que estas en algun lugar de europa,Teatro Juárez,Male,39,México,09/05/2017,1,es
1162,teatro juarez,su construccion sus interiores son muy bonitos y reflejan una epoca del mexico porfirista que tan buenos edificios,Teatro Juárez,Male,52,México,15/02/2012,1,es
4288,pintoresco y cosmopolita,excelente lugar de esparcimiento rodeado de excelentes restaurantes justo enfrente del teatro juarez,Jardín de la Unión,Male,41,Argentina,11/02/2017,1,es
619,decepciono,la verdad me decepcione un poco con mi visita al callejon del beso a pesar de ser algo con tanto valor dentro de la cultura de guanauato el callejon no es mas que otro de los bellos callejones de guanajuato vale la pena visitarlo pero no tengas grandes expectativas,Callejón del Beso,Male,18,México,26/11/2012,0,es
3860,museo momias de guanajuato,el lugar donde esta ubicado es bastante atractivo turistico y con mucha tradicion sus calles son pequenas empedradas con mucho puente y tuneles cerca a la montana lo que permite una excelente vista del pueblo para ir al museo es de lo tipico inicialmente hay que hacer una cola bastante larga se debe mejorar este ingreso ya que dura uno entre  a  horas y es incomodo el ingreso hay un video que cuenta y muestra la historia luego se hace el recorrido que dura  minutos las imagenes son impresionantes y bastante duras ya que hay ninos recien nacidos y adultos pero es una visita que se debe realizar en guanajuato,Museo de las Momias,Male,28,Colombia,27/06/2016,1,es
205,mmmm,mucho que desear el recorrido es corto si vas con guia es mejor pero hay mucho desorden con los demas grupos que entran si entra gente sin guia se pega a tu grupo y si ibas con  personas mas terminan siendo  alrededor tuyo empujandote gritando queriendo escuchar la historia y estorbandote tomandose selfies es un museo pero no dejan de ser restos humanos en fin creo que deberia haber mas control del acceso por grupos,Museo de las Momias,Female,30,Paraguay,25/08/2017,0,es
3164,bueno,el museo es bueno algo caro pero bueno sus pasillos con las momias son tetricos y eso lo hace genial solo que si quieres ir disfrutando solo el lugar deja pasar los escandalosos grupos muy recomendable si vas a guanajuato no puedes dejar de visitarlo,Museo de las Momias,Female,57,México,08/11/2016,1,es
1013,hermoso,bellisimo revisen los horarios de visita cierre a las  pm hay guia opcional la entrada es economica y ofrecen descuento a estudiantes y maestros,Teatro Juárez,Female,26,México,22/04/2017,1,es
2809,visita obligada en guanajuato,conocer sobre la historia de guanajuato su gente y disfrutar de un paseo distinto a lo que hay en la ciudad,Museo de las Momias,Female,53,México,24/05/2017,1,es
3955,bonito callejon,fuimos en dia festivo y no pudimos acceder al callejon solo pudimos llegar hasta la entrada ya que habia demasiada gente y no dejaban pasar habia guias que te contaban la historia del callejon en si el lugar es bonito aunque no pudimos acceder hasta el,Callejón del Beso,Female,34,México,25/11/2016,1,es
1675,simplemente hermoso,es un lugar hermoso situado en la zona de mas ambiente los fines de semana siempre hay espectaculos callejeros de verdad tienen que visitar,Teatro Juárez,Male,43,México,18/02/2015,1,es
688,bellisima vista,como mirador es excelente como atraccion es regular los objetos a la venta no son de calidad y la limpieza es deficiente,Monumento Pípila,Male,45,México,22/01/2016,0,es
2507,vista genial,la vista que tiene de la ciudad es hermosa de noche es sumamente magnifica ideal para relajarse y perderse en la vista del hermoso guanajuato,Alhóndiga,Female,32,México,07/02/2018,1,es
3390,el mero centro,esta hermosa y pequena plaza publica es el mero centro de la ciudad punto de reunion y con un montos de ofertas restaurantes tiendas hoteles y lo mejor es que justo en frente de el es donde las estudiantinas se reunen y comienzan los recorridos impredible en un viaje por esta hermosas ciudad,Jardín de la Unión,Male,33,México,19/05/2016,1,es
3796,historia viva,por el valor historico es algo que no se puede perder para turistas tanto nacionales como internacionales es un punto turistico que vale la pena visitar y apreciar,Alhóndiga,Female,52,Colombia,04/04/2018,1,es
3521,interesante,un lugar con mucha historia ya que cada momia tiene la suya es impresionante ver como se han conservado y las expresiones de algunas,Museo de las Momias,Male,46,Chile,19/06/2017,1,es
359,cumulo de historia,aunque el lugar es agradable y bien organizado hacen falta guiass o audio guias que ayuden a apreciar todo lo que este espacio nos presenta,Alhóndiga,Female,25,México,12/08/2015,0,es
2497,romantico,obvio es super romantico conocer el famoso callejon del beso y mas si vas en pareja escuchar la leyenda y dar tu propio beso es una experiencia bonita,Callejón del Beso,Male,42,México,27/09/2012,1,es
600,gran monumento historico cerrado los dias festivos,que pena que en nuestro pais los dias festivos en los establecimientos publicos esten cerrados como es posible que sabiendo que los turistas son los dias que tenemos para visitar museos y otros monumentos esten cerrados viva mexico,Alhóndiga,Male,50,México,05/02/2015,0,es
439,parte de la historia de guanajuato,es un lugar curioso e historico hay siempre mucha gente y hay que tener paciencia para la foto de noche es mas complicado por ser muy estrecho el callejon,Callejón del Beso,Male,60,México,03/05/2017,0,es
1961,hermoso lugar para platicar sentados en una banca,el ambiente y la musica del lugar lo hace ideal para parejas o platica de amigos sentados en una banca ves pasar la gente escuchas de todo tipo de musica mariachi orquesta estudiantina o trova depende de que lado te sientes es seguro todo el dia e inclusive durante la madrugada,Jardín de la Unión,Female,36,México,20/12/2016,1,es
1496,muchos escalones pero la vista vale la pena,es un lugar emblematico de guanajuato no puedes no verlo en tu visita pero si planeas subir caminando son muchos escalones y algo cansado puedes descansar algo que le agragaria puntos seria que el lugar necesita mejorar en limpieza pero la vista hace que todo valga la pena si puedes visitarlo antes del anochecer seria lo mejor puedes ver guanajuato de dia y de noche pregunta por donde bajar que en la noche puede ser un poco peligroso pero los locales pueden ayudarte todos son muy amables en guanajuato,Monumento Pípila,Female,18,México,24/08/2015,1,es
4354,muy bello,verdaderamente impresionante si tienen la oportunidad de entrar haganlo en el recorrido que hicimos nos introdujeron un poco y si no mal recuerdo este teatro y el mercado hidalgo fueron construidos en el porfiriato y es un dato muy importante e interesante insisto si tienen oportunidad de ver el interior haganlo,Teatro Juárez,Male,62,México,27/09/2012,1,es
1647,es un templo magnifico en pleno centro historico de guanajuato,imponente templo en el nucleo historico de guanajuato reliquia colonial que no debes dejar de visitar por su riqueza religiosa y arquitectonica,Basilica Colegiata,Male,61,Perú,22/12/2017,1,es
2376,teatro exquisito,simplemente asombroso y estupendo cuenta con una fachada increible y acoge de una manera vital a los presentes aun asi no haya obra en escena el solo hecho de pasar frente a el te deslumbra y envuelve con esta maravilla arquitectonica,Teatro Juárez,Male,25,México,08/09/2013,1,es
2817,el corazon de guanajuato,este lugar es efectivamente el corazon de la ciudad en el se reunen sobre todo los jovenes pero igual gente de todas edades acude a escuchar la musica de la banda que toca en el kiosko central o departe en alguna de las terrazas de los restaurantes y bares se le conoce como el centavo de queso por la forma triangular que tiene semejante a una rebanada de queso que antano se pagaba a un centavo desde este jardin se admira la majestuosidad del teatro juarez y del monumento al pipila,Jardín de la Unión,Female,42,México,02/01/2018,1,es
2349,la mejor panoramica de guanajuato,han visto esas fotos impresionantes de guanajuato donde se ven practicamente todos sus edificios emblematicos fueron tomadas desde aqui sin duda alguna la vista de esta hermosa ciudad es inigualable desde este punto consejo tienen que visitar este monumento cuando empieza a oscurecer y la ciudad se comienza a iluminar el espectaculo es realmente grandioso la ciudad se ve preciosa,Monumento Pípila,Female,38,México,24/09/2013,1,es
3348,visita obligada,su arquitectura eclectica es sobresaliente su escalinata con mas de  escalones unica al llegar a la cuspide tienes una panoramica muy bonita del centro de la ciudad y de los cerros de guanajuato en timpo de clases vale la pena hacer un recorrido en su interior,Universidad de Guanajuato,Female,26,México,09/04/2015,1,es
2682,imperdible,la mayor atraccion de guanajuato es este hermoso teatro por fuera su fachada tipo partenon en su interior madera tallada y pintada fierro forjado en disenos elegantes y bellos  tapices finos en los asientos esculturas hermosas escalera importante vitrales pisos bellos todo es hermoso,Teatro Juárez,Female,57,Perú,10/07/2016,1,es
4032,la mejor vista panoramica de guanajuato,la mejor vista que puedes obtener de la ciudad de guanajuato puedes subir caminando por el callejon de calvario el nombre refleja exactamente lo que sufres para subir por ahi si no tienes una muy buena condicion fisica y tambien puedes subir por el funicular que se encuentra en la calle que se encuentra a mano izquierda del teatro juarez ubicandose en la parte del frente del mismo ademas de que el funicular te ofrecera una grata experiencia aunque el trayecto es corto la vista que obtendras quedara guardada para siempre en tus recuerdos,Monumento Pípila,Female,21,México,11/08/2016,1,es
2340,excelente,tienes que conocer la historia de ana y carlos el callejon es un muy bonito recuerdo y las fotografias son muy economicas,Callejón del Beso,Male,22,México,25/07/2017,1,es
548,visita sin guia,siendo un lugar estrategico no entiendo por que no hay guias que detallen toda la riqueza cultural e historia de ese lugar,Alhóndiga,Female,39,México,06/06/2017,0,es
3694,increible,es una experiencia fabulosa aunque causa un poco de miedo ver a cada una de las momias con su historia las expresiones la postura y ver aun la ropa con la que fueron enterradas es increible en lo particular me quede asombrada y con un poco de escalofrios,Museo de las Momias,Female,25,México,04/05/2012,1,es
3380,impresionante vista de la ciudad de guanajuato,el monumento al pipila es una parada forzosa al visitar la magica ciudad de guanajuato en dicho monumento se tiene una impresionante y espectacular vista completa de la ciudad,Monumento Pípila,Male,29,Argentina,26/02/2016,1,es
1304,cuidado,es un lindo lugar con una historia muy interesante pero los aprovechados te quieren sacar dinero por todo cuidado con los que te dicen amablemente te cuento la historia porque te sacaran dinero o los que te dicen les ayudo con la foto del beso porque tambien te sacaran dinero,Callejón del Beso,Female,35,México,15/09/2015,1,es
1128,digno recinto,me gusto en todos los aspectos desde su arquitectura su historia y la gran influencia en la cultura de nuestro pais un digno recinto,Universidad de Guanajuato,Female,43,México,02/09/2013,1,es
1377,muack,no puedes dejar de ir al callejon del beso con tu pareja esta en la entrada principal del centro historico de guanajuato muy cerca del mercado hidalgo en la av juarez es mejor ir de dia porque no hay tanta fila pero es mas romantico de noche,Callejón del Beso,Female,35,México,20/06/2017,1,es
3480,fin de semana de descanso ameno,todas las tardes que estuvimos en la ciudad de guanajuato terminabamos en el jardin tomando alguna bebida escuchando la musica en vivo mariachi norteno o las estudiantinas que se reunian en frente,Jardín de la Unión,Male,-1,México,2019,1,es
1748,interesante,desde la arquitectura de la casa que es mjuy bonita tiene varios pisos hay muebles de la epoca y de la familia de diego rivera cuenta con pinturas hermosas es tipo museo,Casa de Diego Rivera,Female,23,México,08/06/2013,1,es
4268,visita obligada para la foto,es un callejon de escasos  cms de ancho que tiene su historia si vas a guanajuato es obligada la visita al callejon,Callejón del Beso,Female,47,México,06/03/2018,1,es
151,santa efigenia,visita obligada en guanajuato capital es visitar la basilica de guanajuato en donde se encuentra el cuerpo de santa efigenia en uno de los costados dentro de la iglesia dice la leyenda que la santa se esta levandanto su cuerpo esta recostado sobre unos almohadones pero si te fijas bien su cuerpo no los toca esta como volando dicen que el dia que la santa se enderece totlamente ese dia es el fin del mundo leyenda divertida vale la pena verla,Basilica Colegiata,Female,19,México,18/02/2015,0,es
89,porfiriano,el edificio es impresionante no parece un mercado ofrece comida economica y artesanias a buenos precios los dulces son economicos y es famoso por sus tortas de carnitas,Mercado Hidalgo,Male,36,México,28/10/2017,0,es
3402,la mejor vista de guanajuato,imperdible visita puedes ver la ciudad en todo su esplendor te recomiendo subir en taxi y de ahi bajar por las escaleras que te llevan a las calles del centro antes estaba el funicular pero ya no funciona y subir desde el centro esta criminal solo si tienes excelente condicion fisica,Monumento Pípila,Female,33,México,29/03/2016,1,es
3614,musica de la banda del estado en el kiosko,"los jueves y domingos la banda de musica del estado de guanajuato ofrece un concierto en el kiosco del jardin de la union con un programa variado de autores mexicanos y clasicos
los dias jueves en un horario de  a  horas mientras que los domingos estan presentes en un horario de  a  horas",Jardín de la Unión,Female,45,México,20/01/2017,1,es
4278,la vista es espectacular,la vista de la ciudad de guanajuato es espectacular hay que subir por el funicular que esta a espaldas del teatro juarez si no sabes quien fue el pipila alla arriba habra muchas personas que por una propina te cuentan varias historias,Monumento Pípila,Male,48,México,07/09/2012,1,es
1901,un buen teatro universitario,un bonito lugar para visitar totalmente unviersitario hay que escuchar la sinfonica univeritaria en este lugar visita obligada en la ciudad,Teatro Juárez,Male,25,México,03/03/2015,1,es
3021,interesante,con solo pararse en la vereda y contemplar la gran escalera se puede imaginar lo importante que resulta para la ciudad de guanajuato su universidad la tradicion indica que todos los graduados deben subir la gran escalera y tocar la puerta se puede ingresar y recorrer su interior no dejes de hacerlo,Universidad de Guanajuato,Female,60,Argentina,30/04/2015,1,es
907,un lugar magico,tengo desde el  yendo a trabajar con la universidad de guanajuato y hasta la fecha me sigue encantando su arquitectura tanto externa como interna definitivamente es un lugar obligado para tomarse una foto aunque si tiene muchas escaleras vale la pena ir a conocerla en lo personal me gusta ir ahi y mas porque es mi lugar de trabajo cada que voy  veces al ano a guanajuato,Universidad de Guanajuato,Male,44,México,14/03/2016,1,es
4160,visita obligada,sitio obligado a visitar por encontrarse rodeado de lugares hermosos y tipicos de guanajuato como es el teatro juarez y los restaurants con excelente servicio y comida,Jardín de la Unión,Female,-1,México,18/12/2015,1,es
3883,un deleite para tus ojos,uno de los lugares mas emblematicos de guanajuato esta gran obra de arte de la arquitectura que se tiende por la principal calle del centro con su inpactante diseno al interior con un toque frances si van entre semana pregunten por chon que es el mejor guia que van a poder encontrar con una explicacion increible a detalle de todo el edicifcio y sus alrededores totalmente recomendado,Teatro Juárez,Male,40,México,18/10/2016,1,es
2025,elegancia guanajuatense,me encanto los leones negro que estan a los lados de la entrada es un lugar para los amantes y exigentes del buen gusto,Teatro Juárez,Male,34,México,15/01/2012,1,es
474,bonito pero,el jardin es precioso deberia invitar al descanso pero hay demasiado ruido cada restaurante o cafe de la zona permite la presencia de mariachis estudiantinas y otros grupos musicales logrando un barullo impresionante ademas faltan depositos para basura,Jardín de la Unión,Male,59,México,10/01/2016,0,es
1703,un recorrido turistico,esta es nuestra segunda visita a las momias mis hijos fascinados con las historias y las momias es un lugar que sin duda hay que visitar hay un tour en la ciudad que te lleva a  sitios en  pesos  pases de entrada,Museo de las Momias,Male,30,México,16/09/2017,1,es
694,visita no indispensable,aunque es un lugar emblematico no vale lo que te cobran creo que es suficiente apreciarla por fuera,Alhóndiga,Male,58,Estados Unidos,30/04/2017,0,es
3726,genial edificio,sus escaleras de este majestuoso monumento nos llevaron a hacer ejercicio y disfrutar la vista de todo guanajuato de forma impresionante,Universidad de Guanajuato,Female,38,México,02/06/2015,1,es
803,hermoso y relajante,este lugar es bellisimo muy tranquilo como para sentarte en sus bancas y si no traes mucho presupuesto como para comer en esos lugares con un cafe o chocolate caliente y un pan mira de lujo,Jardín de la Unión,Female,19,México,04/04/2015,1,es
3231,su historia,empezando por admirar su exterior e interior y descubrir la trascendencia de sus egresados sin duda una de las mejores opciones para visitar pero sobre todo para estudiar,Universidad de Guanajuato,Male,39,México,11/12/2015,1,es
1605,de los mas centrico,muy bonita por dia y mas por la noche por dentro es una basilica muy bonita esta muy centrica y cerca de todo lo emblematico de la ciudad,Basilica Colegiata,Male,41,Perú,02/03/2015,1,es
4111,el mejor museo,muy padre muy bonito pude apreciar diferentes etapas artisticas de maestro que para mi eran desconocidas en el ultimo piso encontramos trabajos muy interesantes de artistas de la localidada vale la pena visitarlo,Casa de Diego Rivera,Female,21,México,15/09/2013,1,es
3657,tour en guanajuato,esta muy padre la leyenda del callejon del beso y esta muy bonito yo fui en temporada alta cuando estaba la fig y si se hace una fila larga para la fota en el callejon pero esta muy padre,Callejón del Beso,Female,21,México,13/01/2017,1,es
3885,el lugar con mas historia impactante,escuchar la narracion de los acontecimientos que han ocurrido en este edificio pone la piel de gallina ademas es un lugar muy bonito que tiene otras exposiciones que se usan como excusa por el boleto que pagaste,Alhóndiga,Female,-1,México,2019,1,es
3126,hermoso templo,nos toco conocerla de noche celebrandose de noche con una boda la iglesia toda iluminada me parecio muy bella,Basilica Colegiata,Male,30,México,15/02/2015,1,es
844,paso obligatorio,este lugar alberga una leyenda muy bonita y si vas en pareja tienes que darte un beso en el tercer escalon para tener  anos de buena suerte la visita es muy rapida y es mejor pasar a este punto si asistes a una callejonada unicamente para la foto del recuerdo,Callejón del Beso,Female,28,Perú,12/11/2015,1,es
3808,visita obligada,muy  bonito casi siempre hay muchas gente solo pregunten donde es la fila para tomarse la foto le piden a alguien que se la tome a veces hay fotografos pero no se cuanto cobran para entrar a la casa es gratis es una tienda de souvenirs en el segundo piso es el balcon,Callejón del Beso,Male,17,México,26/09/2016,1,es
1949,exposicion temporal,es un excelente museo con las cosas donde nacio diego rivera es una seccion del museo las otras son exposiciones temporales muy bien distribuidas y disenadas en su museografia vale la pena visitarlo cuenta con talleres infantiles y una libreria,Casa de Diego Rivera,Male,52,México,13/05/2016,1,es
3577,guanajuato te enamorara,en epoca del festival cervantino guanajuato se luce de por si es bello los helados la tortas del mercado con chicharron pico de gallo y carnitas mmmmm tambien puedes visitar los conventos de tortura la ex hacienda sta cecilia etc necesitaras minimo una semana,Alhóndiga,Female,28,México,17/12/2015,1,es
3491,arte religioso,imposible no visitarla la basilica asi como las demas iglesias es digna de admirarse los retablos las imagenes y el altar son arte religioso siempre hay algo bello que observar y sobre todo fotografiar,Basilica Colegiata,Female,55,México,20/08/2015,1,es
2401,el sitio obligado para comenzar la callejoneada,si quieren conocer la verdadera historia de las callejoneadas de una manera profesional y muy muy divertida vengan a la callejoneada que inicia desde aqui es muy entretenida y comenzarla desde este historico lugar es mucho mejor aqui se respira la historia imaginar los sucesos y los personajes que hubo aqui es obligatorio para cualquier mexicano que le guste la historia de su pais,Alhóndiga,Male,34,México,10/07/2014,1,es
